?cls	?pred	?val	?synType
<http://purl.obolibrary.org/obo/FBdv_00005367>	<http://www.w3.org/2000/01/rdf-schema#label>	"pharate adult stage P15(i)"	
<http://purl.obolibrary.org/obo/FBdv_00005273>	<http://www.w3.org/2000/01/rdf-schema#label>	"oogenesis stage S11"	
<http://purl.obolibrary.org/obo/FBdv_00007097>	<http://www.w3.org/2000/01/rdf-schema#label>	"day 22 of adulthood"	
<http://purl.obolibrary.org/obo/FBdv_00007025>	<http://www.w3.org/2000/01/rdf-schema#label>	"immature adult stage"	
<http://purl.obolibrary.org/obo/FBdv_00005307>	<http://www.w3.org/2000/01/rdf-schema#label>	"embryonic cycle 11"	
<http://purl.obolibrary.org/obo/FBdv_00005286>	<http://www.w3.org/2000/01/rdf-schema#label>	"egg stage"	
<http://purl.obolibrary.org/obo/FBdv_00005351>	<http://www.w3.org/2000/01/rdf-schema#label>	"pupal stage P5(i)"	
<http://purl.obolibrary.org/obo/FBdv_00005298>	<http://www.w3.org/2000/01/rdf-schema#label>	"embryonic cycle 6"	
<http://purl.obolibrary.org/obo/FBdv_00005361>	<http://www.w3.org/2000/01/rdf-schema#label>	"pharate adult stage P12"	
<http://purl.obolibrary.org/obo/FBdv_00007081>	<http://www.w3.org/2000/01/rdf-schema#label>	"day 6 of adulthood"	
<http://purl.obolibrary.org/obo/FBdv_00007091>	<http://www.w3.org/2000/01/rdf-schema#label>	"day 16 of adulthood"	
<http://purl.obolibrary.org/obo/FBdv_00007017>	<http://www.w3.org/2000/01/rdf-schema#label>	"embryonic stage 17(iii)"	
<http://purl.obolibrary.org/obo/FBdv_00005337>	<http://www.w3.org/2000/01/rdf-schema#label>	"first instar larval stage"	
<http://purl.obolibrary.org/obo/FBdv_00005333>	<http://www.w3.org/2000/01/rdf-schema#label>	"late embryonic stage"	
<http://purl.obolibrary.org/obo/FBdv_00005280>	<http://www.w3.org/2000/01/rdf-schema#label>	"oogenesis stage S13B"	
<http://purl.obolibrary.org/obo/FBdv_00005344>	<http://www.w3.org/2000/01/rdf-schema#label>	"prepupal stage P2"	
<http://purl.obolibrary.org/obo/FBdv_00005371>	<http://www.w3.org/2000/01/rdf-schema#label>	"adult stage A2"	
<http://purl.obolibrary.org/obo/FBdv_00007001>	<http://www.w3.org/2000/01/rdf-schema#label>	"P-stage"	
<http://purl.obolibrary.org/obo/FBdv_00007109>	<http://www.w3.org/2000/01/rdf-schema#label>	"day 34 of adulthood"	
<http://purl.obolibrary.org/obo/FBdv_00007105>	<http://www.w3.org/2000/01/rdf-schema#label>	"day 30 of adulthood"	
<http://purl.obolibrary.org/obo/FBdv_00007011>	<http://www.w3.org/2000/01/rdf-schema#label>	"embryonic cycle"	
<http://purl.obolibrary.org/obo/FBdv_00005274>	<http://www.w3.org/2000/01/rdf-schema#label>	"oogenesis stage S12"	
<http://purl.obolibrary.org/obo/FBdv_00007118>	<http://www.w3.org/2000/01/rdf-schema#label>	"day 43 of adulthood"	
<http://purl.obolibrary.org/obo/FBdv_00007102>	<http://www.w3.org/2000/01/rdf-schema#label>	"day 27 of adulthood"	
<http://purl.obolibrary.org/obo/FBdv_00007024>	<http://www.w3.org/2000/01/rdf-schema#label>	"biological process"	
<http://purl.obolibrary.org/obo/FBdv_00005308>	<http://www.w3.org/2000/01/rdf-schema#label>	"embryonic cycle 12"	
<http://purl.obolibrary.org/obo/FBdv_00005318>	<http://www.w3.org/2000/01/rdf-schema#label>	"embryonic stage 6"	
<http://purl.obolibrary.org/obo/FBdv_00005297>	<http://www.w3.org/2000/01/rdf-schema#label>	"embryonic cycle 5"	
<http://purl.obolibrary.org/obo/FBdv_00005362>	<http://www.w3.org/2000/01/rdf-schema#label>	"pharate adult stage P12(i)"	
<http://purl.obolibrary.org/obo/FBdv_00007021>	<http://www.w3.org/2000/01/rdf-schema#label>	"third instar - cleared gut stage"	
<http://purl.obolibrary.org/obo/FBdv_00007135>	<http://www.w3.org/2000/01/rdf-schema#label>	"day 60 of adulthood"	
<http://purl.obolibrary.org/obo/FBdv_00005303>	<http://www.w3.org/2000/01/rdf-schema#label>	"embryonic cycle 10"	
<http://purl.obolibrary.org/obo/FBdv_00007092>	<http://www.w3.org/2000/01/rdf-schema#label>	"day 17 of adulthood"	
<http://purl.obolibrary.org/obo/FBdv_00007087>	<http://www.w3.org/2000/01/rdf-schema#label>	"day 12 of adulthood"	
<http://purl.obolibrary.org/obo/FBdv_00005281>	<http://www.w3.org/2000/01/rdf-schema#label>	"oogenesis stage S13C"	
<http://purl.obolibrary.org/obo/FBdv_00005328>	<http://www.w3.org/2000/01/rdf-schema#label>	"embryonic stage 13"	
<http://purl.obolibrary.org/obo/FBdv_00005370>	<http://www.w3.org/2000/01/rdf-schema#label>	"adult stage A1"	
<http://purl.obolibrary.org/obo/FBdv_00007012>	<http://www.w3.org/2000/01/rdf-schema#label>	"life stage"	
<http://purl.obolibrary.org/obo/FBdv_00007119>	<http://www.w3.org/2000/01/rdf-schema#label>	"day 44 of adulthood"	
<http://purl.obolibrary.org/obo/FBdv_00007115>	<http://www.w3.org/2000/01/rdf-schema#label>	"day 40 of adulthood"	
<http://purl.obolibrary.org/obo/FBdv_00005268>	<http://www.w3.org/2000/01/rdf-schema#label>	"oogenesis stage S8"	
<http://purl.obolibrary.org/obo/FBdv_0010005>	<http://www.w3.org/2000/01/rdf-schema#label>	"day 65 of adulthood"	
<http://purl.obolibrary.org/obo/FBdv_00007129>	<http://www.w3.org/2000/01/rdf-schema#label>	"day 54 of adulthood"	
<http://purl.obolibrary.org/obo/FBdv_00007101>	<http://www.w3.org/2000/01/rdf-schema#label>	"day 26 of adulthood"	
<http://purl.obolibrary.org/obo/FBdv_00007110>	<http://www.w3.org/2000/01/rdf-schema#label>	"day 35 of adulthood"	
<http://purl.obolibrary.org/obo/FBdv_00005319>	<http://www.w3.org/2000/01/rdf-schema#label>	"embryonic stage 7"	
<http://purl.obolibrary.org/obo/FBdv_00007134>	<http://www.w3.org/2000/01/rdf-schema#label>	"day 59 of adulthood"	
<http://purl.obolibrary.org/obo/FBdv_00005346>	<http://www.w3.org/2000/01/rdf-schema#label>	"prepupal stage P4"	
<http://purl.obolibrary.org/obo/FBdv_00007020>	<http://www.w3.org/2000/01/rdf-schema#label>	"third instar - partially cleared gut stage"	
<http://purl.obolibrary.org/obo/FBdv_00005304>	<http://www.w3.org/2000/01/rdf-schema#label>	"blastoderm stage"	
<http://purl.obolibrary.org/obo/FBdv_00005300>	<http://www.w3.org/2000/01/rdf-schema#label>	"embryonic cycle 8"	
<http://purl.obolibrary.org/obo/FBdv_00005314>	<http://www.w3.org/2000/01/rdf-schema#label>	"embryonic cycle 14B"	
<http://purl.obolibrary.org/obo/FBdv_00005310>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete cellular blastoderm stage"	
<http://purl.obolibrary.org/obo/FBdv_00005357>	<http://www.w3.org/2000/01/rdf-schema#label>	"pharate adult stage P10"	
<http://purl.obolibrary.org/obo/FBdv_00005353>	<http://www.w3.org/2000/01/rdf-schema#label>	"pupal stage P6"	
<http://purl.obolibrary.org/obo/FBdv_00007086>	<http://www.w3.org/2000/01/rdf-schema#label>	"day 11 of adulthood"	
<http://purl.obolibrary.org/obo/FBdv_00007098>	<http://www.w3.org/2000/01/rdf-schema#label>	"day 23 of adulthood"	
<http://purl.obolibrary.org/obo/FBdv_00005292>	<http://www.w3.org/2000/01/rdf-schema#label>	"embryonic cycle 1"	
<http://purl.obolibrary.org/obo/FBdv_00007083>	<http://www.w3.org/2000/01/rdf-schema#label>	"day 8 of adulthood"	
<http://purl.obolibrary.org/obo/FBdv_00005327>	<http://www.w3.org/2000/01/rdf-schema#label>	"embryonic stage 12"	
<http://purl.obolibrary.org/obo/FBdv_00005259>	<http://www.w3.org/2000/01/rdf-schema#label>	"developmental stage"	
<http://purl.obolibrary.org/obo/FBdv_00005323>	<http://www.w3.org/2000/01/rdf-schema#label>	"embryonic stage 9"	
<http://purl.obolibrary.org/obo/FBdv_00005339>	<http://www.w3.org/2000/01/rdf-schema#label>	"third instar larval stage"	
<http://purl.obolibrary.org/obo/FBdv_00007006>	<http://www.w3.org/2000/01/rdf-schema#label>	"oogenesis stage S13E"	
<http://purl.obolibrary.org/obo/FBdv_0010004>	<http://www.w3.org/2000/01/rdf-schema#label>	"day 64 of adulthood"	
<http://purl.obolibrary.org/obo/FBdv_00007079>	<http://www.w3.org/2000/01/rdf-schema#label>	"day 4 of adulthood"	
<http://purl.obolibrary.org/obo/FBdv_00005279>	<http://www.w3.org/2000/01/rdf-schema#label>	"oogenesis stage S13A"	
